rainfall_24h,rainfall_forecast_24h,temperature,wind_speed,humidity,slope,road_type,month,historical_blockages,risk_level
19.7,30.5,22.5,13.1,68.7,15,0,4,2,0
8.1,0.0,22.2,9.7,81.8,12,0,5,18,0
0.8,1.5,15.5,2.9,61.1,22,1,1,6,0
105.9,120.0,21.0,7.7,71.8,18,1,7,2,2
1.9,2.7,17.2,2.7,66.8,18,0,3,3,0
3.1,1.9,17.7,44.3,75.0,15,0,2,5,0
2.2,0.1,13.1,10.9,65.3,35,1,1,11,1
21.6,22.8,15.1,16.8,84.2,35,1,9,3,1
7.3,20.8,29.7,3.9,75.6,32,1,10,2,0
3.9,8.3,18.4,8.5,84.6,18,1,2,3,0
99.7,107.1,17.2,16.4,100.0,35,1,8,17,2
9.5,15.2,5.0,17.1,61.7,22,1,4,11,0
79.0,72.1,21.0,28.8,81.0,35,1,7,3,2
5.9,15.0,27.2,10.1,62.8,25,1,4,10,0
71.7,104.7,18.3,16.1,89.5,30,1,9,0,1
31.7,14.8,26.6,10.5,94.1,18,0,8,4,1
10.4,22.4,17.4,20.2,74.2,30,1,5,4,0
3.5,0.0,16.9,8.4,42.2,8,0,3,12,0
24.6,15.7,22.4,58.6,84.8,38,1,8,7,2
41.1,56.3,28.7,16.2,82.6,22,1,8,0,1
66.1,78.2,19.0,62.2,85.6,32,1,7,1,2
150.0,116.9,23.0,8.8,85.6,35,1,6,1,2
40.3,60.7,18.5,17.7,90.8,22,1,7,7,2
6.2,8.4,12.1,10.4,53.1,25,1,1,4,0
45.2,50.6,23.8,31.8,94.3,15,0,9,16,2
4.6,5.7,25.0,22.8,56.2,18,1,2,6,0
18.1,12.1,23.7,41.0,82.8,22,1,8,4,1
18.7,19.2,24.5,8.7,92.0,35,1,6,2,1
43.0,50.7,21.7,24.3,77.3,18,0,7,6,1
19.0,20.1,26.0,5.8,85.4,30,1,6,4,1
11.0,8.9,18.3,8.2,90.2,28,1,7,13,1
12.8,4.1,27.6,35.5,94.8,15,0,8,18,1
7.6,12.1,22.5,15.1,81.7,8,0,9,4,0
15.3,9.7,19.2,28.2,100.0,15,1,8,18,1
28.1,21.9,24.7,11.0,80.4,15,1,6,2,1
14.0,13.6,24.2,35.6,94.0,18,0,8,11,1
2.2,0.0,14.0,2.1,53.3,22,1,4,6,0
2.8,7.2,20.6,2.1,59.1,38,1,2,3,0
32.2,41.3,18.5,70.0,87.4,25,1,6,11,2
103.3,83.9,20.1,6.2,86.1,22,1,7,6,2
1.6,0.0,9.1,5.0,65.3,22,1,11,6,0
36.1,15.1,23.4,18.5,93.5,18,0,9,17,2
5.7,7.1,18.3,6.9,73.0,8,0,4,16,0
2.5,0.0,32.4,3.8,60.6,35,1,11,2,0
63.3,86.4,29.8,13.3,93.9,30,1,6,2,2
59.6,67.0,26.6,16.3,77.6,25,1,9,8,2
29.8,34.9,25.5,18.6,81.6,8,0,6,15,1
99.0,120.0,18.3,18.9,91.8,18,0,6,2,2
6.6,8.9,19.1,4.0,43.2,18,1,2,6,0
22.0,27.4,21.4,27.2,100.0,25,1,8,12,1
73.2,67.8,29.2,42.6,86.1,15,0,8,17,2
5.4,10.9,22.4,4.3,60.9,35,1,4,4,0
63.1,80.5,21.5,31.6,95.9,32,1,6,11,2
47.3,61.6,24.5,26.7,94.7,25,1,8,15,2
9.3,17.1,20.0,19.3,55.4,28,1,2,2,0
12.4,19.3,21.1,4.3,86.9,35,1,10,14,1
72.3,104.0,15.7,6.0,99.4,28,1,9,4,2
101.5,89.6,19.6,13.4,79.8,18,0,8,8,2
2.1,3.3,27.9,7.1,76.4,15,0,6,2,0
0.2,0.0,16.6,7.5,62.7,32,1,3,15,1
40.1,29.5,29.1,17.3,85.9,18,0,9,7,1
90.2,64.2,25.0,11.7,80.5,8,0,8,11,2
52.4,78.7,17.1,11.9,86.0,18,1,8,0,2
53.5,73.6,26.2,15.4,88.3,12,0,9,10,1
0.4,2.1,16.6,6.7,65.1,28,1,4,4,0
0.2,0.0,16.0,2.7,52.1,35,1,3,5,0
9.9,13.0,22.5,13.1,82.8,22,1,5,15,1
8.6,8.3,7.1,14.8,77.4,15,0,12,1,0
26.1,15.7,23.2,13.3,83.3,28,1,8,14,1
3.3,7.6,22.0,4.6,64.5,30,1,4,4,0
15.8,3.8,25.4,13.0,74.6,8,0,8,4,0
4.1,0.0,15.1,2.7,54.9,32,1,3,1,0
56.9,61.7,20.0,55.5,86.1,25,1,6,12,2
16.1,19.6,17.2,32.4,97.0,10,0,7,0,1
1.5,7.0,24.9,10.0,59.1,8,1,11,13,0
12.7,14.6,23.9,2.6,82.4,12,0,10,15,0
39.1,44.9,18.4,40.3,76.9,22,1,8,3,1
22.0,23.9,19.5,26.2,82.4,15,0,9,9,1
5.7,11.0,5.0,7.7,60.2,18,1,3,12,0
39.7,41.4,24.7,17.7,91.5,30,1,6,17,2
92.4,120.0,22.7,7.8,83.3,22,1,6,2,2
5.0,2.7,13.8,3.9,58.0,15,1,1,9,0
106.4,120.0,23.3,24.5,97.5,28,1,8,1,2
3.8,4.1,27.6,2.1,70.8,12,1,11,3,0
4.6,8.6,24.3,2.1,54.3,30,1,3,8,0
3.0,1.9,25.9,22.3,92.2,38,1,7,19,2
12.0,14.4,18.5,2.9,80.1,25,1,10,10,0
39.4,38.4,25.4,5.2,98.6,22,1,6,12,2
18.7,5.8,13.7,6.0,65.3,22,1,4,3,0
4.1,2.0,14.2,12.8,59.2,10,1,4,9,0
69.6,25.7,16.7,18.1,82.7,32,1,6,6,2
18.5,20.8,29.3,7.1,77.4,22,1,10,3,0
38.8,33.3,30.8,18.1,89.0,35,1,9,19,2
0.7,7.8,13.4,7.2,75.6,25,1,3,8,0
39.7,58.9,20.2,27.7,97.1,18,0,7,5,1
115.2,120.0,19.7,18.2,85.6,12,0,7,5,2
24.0,19.6,25.5,64.4,93.8,22,1,7,9,1
30.5,41.5,26.7,17.1,89.7,28,1,8,17,2
11.8,2.9,23.3,30.5,92.1,28,1,8,7,1
19.7,18.2,26.4,16.1,84.8,15,1,6,2,1
21.6,21.2,19.0,8.1,92.8,12,0,9,13,1
1.0,0.0,10.6,9.9,77.8,15,0,10,14,0
3.8,1.5,20.8,7.2,44.4,30,1,11,9,0
9.3,5.3,30.2,8.7,72.9,38,1,10,11,1
61.7,47.6,30.5,16.8,94.7,32,1,6,14,2
31.1,33.1,21.7,17.7,91.4,15,0,9,17,2
51.0,60.2,23.9,8.8,88.8,38,1,9,6,2
3.9,3.9,19.6,49.4,74.0,12,0,3,18,0
59.5,71.9,18.9,7.2,89.8,10,1,8,2,2
42.1,35.2,27.1,14.1,84.8,15,1,6,5,1
43.3,42.6,26.2,66.4,83.8,22,1,6,13,2
8.3,6.3,28.8,2.2,63.0,35,1,11,13,1
6.1,2.5,21.5,17.6,86.5,32,1,9,14,1
19.3,20.5,16.6,6.9,54.3,28,1,10,20,2
2.3,1.7,7.2,3.4,65.6,30,1,1,3,0
44.1,20.8,15.9,12.3,89.9,25,1,6,5,1
47.3,60.7,14.9,29.7,93.4,12,1,9,13,2
9.5,13.4,25.2,7.8,100.0,30,1,7,11,1
4.3,0.0,18.1,19.8,65.1,18,0,3,3,0
1.5,3.1,25.0,34.1,58.0,22,1,12,1,0
1.3,0.3,23.5,13.3,58.4,25,1,3,11,0
24.3,28.3,15.8,9.8,80.7,15,1,10,17,1
53.8,68.0,22.2,25.8,88.1,38,1,7,1,2
32.7,13.3,19.9,20.6,82.0,12,1,7,1,1
2.1,5.5,28.5,6.0,45.2,32,1,1,11,1
100.6,80.2,9.1,19.1,96.3,28,1,8,8,2
25.2,29.7,20.7,15.4,87.9,32,1,7,12,2
15.0,29.4,24.1,8.8,86.0,22,1,5,20,1
5.7,0.6,13.5,15.5,44.7,22,1,2,0,0
99.2,120.0,19.0,28.0,100.0,10,0,7,17,2
0.3,0.0,18.1,37.4,92.4,10,1,12,10,0
16.6,16.6,24.0,3.5,64.0,18,0,10,0,0
33.0,27.4,26.6,13.0,96.3,35,1,7,9,2
17.3,21.4,18.4,24.5,95.3,10,0,6,1,0
11.4,13.7,13.5,6.9,49.8,32,1,1,5,0
0.4,9.0,15.5,13.5,69.8,18,0,2,0,0
1.3,5.9,19.2,29.3,70.7,18,0,1,3,0
0.0,3.9,18.6,6.1,48.5,28,1,3,8,0
6.2,0.0,18.3,9.0,44.0,10,0,1,6,0
5.7,8.3,24.8,70.0,84.0,10,1,6,9,1
9.4,7.5,12.2,3.8,72.8,22,1,10,5,0
54.9,41.3,22.2,9.4,81.5,35,1,7,13,2
8.0,6.5,20.4,5.1,42.8,28,1,1,9,0
93.4,99.8,13.8,11.1,86.2,38,1,8,9,2
34.7,29.5,15.0,8.6,85.7,25,1,6,14,2
1.4,3.8,25.1,28.5,64.0,15,0,1,9,0
25.1,19.3,25.9,19.7,97.2,10,0,8,4,0
12.8,10.1,20.0,5.1,48.8,10,0,4,9,0
20.6,23.3,21.8,6.3,86.1,30,1,7,11,1
11.0,6.2,18.2,14.5,87.7,15,1,5,20,1
70.0,49.2,26.7,70.0,95.9,25,1,9,4,2
1.0,0.0,19.0,2.2,70.3,8,0,12,12,0
2.7,2.1,10.3,9.1,68.8,10,1,12,5,0
1.2,0.0,14.9,9.0,44.3,30,1,4,5,0
43.6,42.7,17.5,49.3,88.6,35,1,6,10,2
150.0,120.0,23.9,14.4,84.8,10,0,8,14,1
2.6,0.0,16.3,26.7,56.9,35,1,3,0,0
61.0,85.7,13.3,50.8,83.4,18,0,8,18,2
59.1,67.5,24.0,28.7,85.2,30,1,8,20,2
108.9,99.7,25.4,37.9,94.3,38,1,9,3,2
16.4,27.5,26.8,19.2,90.8,12,0,7,5,0
21.2,31.4,19.0,35.2,55.9,12,1,1,0,0
1.7,0.6,19.6,25.2,72.7,28,1,2,18,1
39.7,59.2,24.2,32.8,92.3,12,0,8,10,1
0.5,0.0,25.2,20.6,55.5,30,1,1,15,1
0.3,5.0,24.4,6.2,65.4,8,1,3,4,1
59.0,60.4,23.7,11.1,99.4,30,1,6,8,2
88.7,70.5,23.0,15.7,89.4,10,0,7,20,2
58.3,52.0,22.0,20.2,100.0,28,1,9,12,2
1.7,5.8,6.6,2.5,32.4,22,1,4,6,0
9.9,14.9,24.3,3.3,76.1,22,1,10,6,0
57.5,30.6,14.3,15.9,85.5,8,1,6,15,2
10.6,15.3,25.0,18.3,87.0,12,0,7,5,0
28.7,19.5,21.1,12.4,94.0,25,1,7,14,1
11.7,15.3,15.7,5.8,66.1,8,0,10,0,0
17.0,19.7,16.7,9.9,83.5,18,0,9,15,1
40.7,42.9,16.6,13.0,100.0,8,1,7,15,2
33.2,58.4,25.4,25.6,93.3,35,1,8,10,2
61.7,62.7,23.7,19.4,86.4,30,1,6,3,2
5.9,1.6,23.8,4.5,76.3,10,0,10,20,0
36.8,49.9,21.6,43.1,88.2,22,1,8,17,2
17.4,10.4,20.7,7.9,83.6,35,1,8,5,1
4.5,0.0,27.0,4.1,57.0,25,1,3,1,0
23.9,25.6,18.2,15.3,90.4,30,1,5,2,1
1.9,4.1,23.6,4.3,73.1,8,0,2,11,0
87.0,100.6,22.5,6.5,87.6,30,1,6,2,2
71.8,90.7,14.7,34.8,89.7,12,0,6,3,2
45.3,27.3,25.5,14.4,77.7,10,0,8,3,0
16.2,21.1,19.8,3.6,86.9,15,0,10,10,0
49.4,66.9,26.4,70.0,99.1,25,1,7,7,2
9.6,4.8,25.1,11.1,75.0,12,0,4,10,0
15.3,24.1,9.4,27.7,60.1,22,1,1,6,0
3.6,0.0,28.4,9.1,82.7,28,1,6,10,1
49.7,42.8,22.2,15.0,81.9,8,0,8,4,1
8.2,0.0,15.0,17.2,90.5,18,0,7,11,1
7.3,0.0,17.1,8.9,35.6,22,1,2,7,0
24.9,15.7,12.8,44.7,100.0,28,1,8,15,2
5.0,8.8,18.3,7.4,61.3,28,1,12,4,0
11.4,1.6,11.4,7.0,42.3,10,1,12,5,0
10.3,0.4,20.7,9.3,85.6,10,0,10,4,1
20.9,21.6,18.4,17.9,90.1,22,1,7,1,1
52.4,73.6,21.4,6.3,100.0,15,1,9,9,2
27.6,36.7,23.4,11.8,73.4,30,1,7,17,2
32.1,30.5,26.0,25.1,81.1,35,1,9,10,2
46.9,32.6,22.2,13.8,78.1,10,1,6,20,2
82.6,37.9,19.7,6.2,74.0,30,1,9,0,2
6.3,8.9,13.0,9.9,76.3,28,1,11,9,0
2.2,0.0,14.8,3.5,58.6,8,1,3,12,0
4.6,0.0,24.8,3.7,62.9,8,0,4,1,0
23.6,28.2,19.3,7.0,86.9,15,1,8,15,1
18.0,11.3,17.4,41.9,82.8,35,1,7,5,1
47.5,56.5,18.7,9.9,94.5,15,1,7,13,2
0.5,3.8,26.2,5.3,31.2,12,0,4,6,0
4.6,7.3,19.9,7.3,100.0,12,0,11,16,0
6.7,6.9,26.9,5.9,71.3,32,1,3,8,0
71.4,52.5,18.6,44.7,97.5,15,0,9,15,2
28.4,30.0,20.8,17.2,89.5,35,1,9,15,2
21.2,21.1,17.1,16.8,90.8,12,0,7,0,0
32.6,37.3,22.3,10.0,91.0,15,0,6,4,1
20.0,8.9,21.1,32.7,90.7,18,0,7,13,1
34.2,21.1,23.0,5.4,85.0,8,1,5,4,1
85.2,98.9,29.0,29.5,82.4,25,1,7,11,2
11.3,22.3,28.5,7.4,59.4,10,0,10,10,0
14.6,27.2,19.0,17.7,93.9,10,0,7,3,1
57.8,67.8,29.0,20.5,78.3,18,0,7,17,2
3.9,0.0,19.9,23.4,79.8,22,1,10,17,1
53.7,63.6,20.2,6.5,71.9,18,0,7,17,2
36.4,42.6,20.6,24.9,85.7,32,1,7,4,1
10.7,8.2,15.0,8.8,79.6,28,1,5,10,0
8.8,15.4,10.3,5.0,73.2,25,1,10,3,0
115.5,120.0,16.5,15.9,81.5,32,1,8,6,2
0.4,0.0,11.7,3.4,48.4,35,1,12,10,0
3.4,0.0,14.5,14.3,52.2,8,0,12,9,0
32.4,34.2,21.3,60.1,86.8,22,1,8,2,2
66.9,70.4,19.7,5.9,82.9,15,0,6,14,2
36.0,55.8,20.4,22.5,92.1,18,0,9,1,1
6.7,10.9,21.1,5.3,67.6,8,0,12,15,0
27.6,42.2,27.4,10.0,75.4,32,1,6,5,1
67.5,64.2,19.4,58.3,89.4,25,1,6,7,2
44.4,26.2,18.3,12.9,72.0,18,1,9,9,1
16.5,11.7,23.1,23.4,86.5,12,0,9,14,1
16.5,21.4,26.2,26.3,65.9,28,1,5,8,1
9.3,5.0,16.0,11.4,61.3,28,1,3,5,0
69.2,55.6,26.0,7.5,88.3,22,1,7,5,2
6.3,8.7,28.0,4.5,89.7,28,1,5,12,1
30.2,18.5,22.2,70.0,84.3,8,1,9,8,1
14.7,6.5,12.5,5.2,44.2,25,1,3,16,1
69.8,54.4,19.9,54.4,86.9,18,0,7,6,2
30.9,33.5,20.3,36.0,94.5,25,1,7,4,1
38.7,58.9,22.6,5.9,93.4,8,0,6,2,1
48.9,39.4,22.5,14.9,89.9,18,1,9,8,1
23.3,37.7,22.1,9.2,85.4,18,1,7,9,1
16.7,12.6,16.9,8.3,83.0,32,1,10,9,1
66.1,33.5,18.8,11.0,79.2,28,1,6,1,2
106.4,120.0,27.3,22.7,97.1,25,1,7,2,2
30.9,16.6,21.3,70.0,85.3,35,1,6,7,2
8.3,1.9,27.4,20.9,85.8,25,1,6,3,0
20.4,17.6,25.6,12.4,94.3,12,1,9,1,1
121.5,67.3,15.7,15.2,94.1,22,1,8,1,2
56.5,35.4,18.9,8.5,97.1,18,0,7,16,2
27.4,25.5,24.7,7.4,92.4,38,1,7,19,2
21.5,18.0,16.5,24.6,86.3,8,1,7,9,2
4.5,3.0,13.2,2.5,93.0,25,1,1,6,0
42.3,33.9,22.8,22.0,100.0,15,0,6,4,1
0.1,3.8,18.9,17.3,67.1,28,1,4,7,0
15.6,16.3,21.5,12.6,95.9,22,1,9,8,1
41.8,26.6,21.4,65.7,67.5,38,1,7,14,2
5.8,6.5,16.4,12.4,60.1,35,1,11,9,0
1.7,0.0,11.1,8.9,30.0,35,1,3,9,0
19.7,31.3,25.9,38.5,79.9,18,1,6,5,1
2.0,3.1,20.7,2.7,55.1,15,0,3,10,0
20.6,23.5,23.1,17.0,82.5,30,1,8,8,1
136.0,120.0,30.8,13.5,82.3,8,0,6,9,2
13.1,5.7,21.6,10.7,83.7,25,1,9,4,0
29.9,18.9,23.6,38.6,86.8,38,1,7,10,2
57.7,63.3,25.1,14.4,89.7,38,1,6,12,2
91.8,71.0,24.8,6.8,66.0,30,1,7,2,2
38.9,28.7,25.0,70.0,93.1,22,1,9,7,2
35.8,19.2,18.7,41.4,82.5,25,1,6,12,2
148.1,97.9,12.3,45.6,73.9,30,1,8,7,2
101.7,113.0,19.0,16.4,86.2,30,1,7,5,2
8.6,11.0,13.0,3.2,51.2,28,1,11,17,1
0.9,0.0,13.3,9.0,64.8,30,1,2,3,0
7.6,14.2,12.3,17.2,57.8,28,1,2,9,0
2.9,6.0,16.0,18.9,96.7,22,1,10,8,0
5.9,4.2,6.7,4.4,60.4,25,1,4,4,0
51.0,76.0,23.0,26.8,88.2,12,0,6,5,1
31.5,40.5,24.5,18.7,82.1,25,1,9,0,1
12.3,7.7,20.1,5.3,82.2,22,1,10,6,0
0.5,11.3,18.9,10.3,61.8,8,0,4,17,0
1.4,0.0,25.9,9.0,67.8,35,1,11,0,0
36.4,43.5,21.1,27.0,66.9,32,1,5,2,1
65.1,64.1,24.9,54.4,91.4,30,1,7,10,2
6.2,21.4,17.5,13.7,65.4,12,1,3,10,0
107.0,105.4,25.4,20.8,76.6,25,1,6,11,1
7.4,11.3,24.9,35.6,97.7,15,1,6,3,1
149.3,120.0,23.4,68.5,100.0,28,1,6,17,2
70.5,105.9,22.1,12.4,86.8,25,1,6,7,2
28.3,31.6,18.8,46.4,85.9,15,0,8,16,2
7.3,20.2,21.3,8.8,45.9,32,1,4,4,0
61.4,78.4,24.6,6.4,88.6,8,0,7,9,1
6.5,12.6,26.0,7.4,86.7,28,1,9,7,1
67.6,75.9,25.4,11.7,79.2,32,1,9,3,1
12.7,20.0,12.0,10.6,78.7,18,1,5,17,1
16.9,20.8,21.3,10.0,75.6,32,1,5,4,1
19.0,30.2,26.3,12.8,95.6,10,0,7,0,1
1.4,0.0,17.4,26.4,51.8,30,1,1,4,0
22.5,41.0,20.3,25.0,83.6,22,1,6,16,2
3.3,0.9,15.7,7.4,61.9,25,1,2,1,0
29.0,27.0,22.8,5.1,86.0,32,1,8,4,1
19.6,19.8,23.2,12.4,90.2,30,1,7,3,1
0.1,6.8,23.9,3.9,61.0,12,0,11,12,0
46.1,42.8,25.7,52.5,79.6,28,1,7,10,2
42.9,65.1,20.9,7.6,75.9,22,1,7,3,1
112.7,75.6,19.1,11.6,100.0,10,1,7,1,2
16.3,10.3,21.3,11.7,84.6,25,1,6,13,1
28.5,5.7,18.4,21.9,71.9,25,1,10,3,1
7.2,14.9,24.7,34.9,80.9,28,1,8,19,1
12.9,18.7,11.2,32.8,83.1,22,1,10,2,0
22.0,30.6,25.4,9.1,81.3,32,1,8,5,2
123.0,75.7,20.3,33.0,84.9,8,0,7,8,2
2.2,3.8,18.1,3.3,67.4,32,1,3,5,0
6.2,8.3,17.2,4.1,98.6,25,1,3,9,0
4.0,1.3,14.3,5.2,69.3,32,1,1,4,0
19.5,22.5,21.7,12.2,89.5,12,1,8,4,1
28.1,30.6,23.9,33.8,88.4,10,0,7,17,1
92.6,102.4,27.6,9.8,93.0,12,1,7,5,2
34.9,44.2,22.1,47.0,95.3,18,0,6,3,1
51.4,27.0,22.2,8.8,82.7,25,1,7,8,1
52.3,79.4,26.8,8.9,91.4,12,0,6,2,1
19.8,21.8,17.2,11.2,77.6,22,1,6,5,1
45.2,47.0,18.8,23.3,93.5,28,1,9,16,2
14.4,11.1,26.3,5.1,85.2,22,1,9,3,0
8.9,10.5,19.6,12.0,63.0,30,1,2,1,0
143.1,120.0,21.2,46.6,92.4,15,1,6,11,2
29.2,25.4,19.3,4.2,89.4,12,1,1,4,0
36.9,49.2,13.1,12.1,85.9,15,0,7,13,1
10.4,8.9,38.0,5.6,71.8,35,1,5,11,1
40.8,30.6,27.7,29.7,97.5,30,1,9,10,2
28.8,21.8,18.8,15.0,90.4,25,1,7,7,1
3.0,3.4,21.4,29.6,78.1,25,1,5,1,0
5.5,11.5,24.5,5.0,56.6,10,1,3,0,0
89.4,107.4,19.8,36.9,86.7,12,0,6,9,2
3.5,3.8,17.1,10.6,76.8,32,1,5,0,0
9.6,9.9,19.8,16.2,88.4,32,1,6,11,1
22.7,34.9,24.3,19.1,93.2,18,0,9,3,1
11.0,24.3,27.6,8.5,82.7,18,0,6,2,0
17.9,22.1,22.6,70.0,82.9,18,0,8,1,1
18.4,23.4,22.0,23.8,87.7,25,1,8,3,1
4.7,8.7,19.8,21.0,64.8,8,0,2,14,0
21.1,28.6,23.4,11.8,91.3,18,0,9,0,1
1.1,11.1,24.2,4.1,62.1,22,1,3,16,1
48.5,38.1,16.3,17.4,92.2,12,1,8,14,2
16.4,22.3,18.9,6.6,85.7,38,1,8,12,2
21.5,12.0,17.7,13.0,93.3,22,1,6,9,1
33.0,26.8,21.3,6.1,95.1,28,1,7,0,1
28.6,35.7,23.6,29.3,86.5,15,0,6,3,1
86.2,116.1,24.9,31.8,91.1,15,0,7,14,2
66.4,86.3,19.3,17.2,80.7,22,1,6,7,2
22.1,31.0,22.4,48.3,87.6,32,1,6,19,2
4.0,3.9,25.2,4.6,44.6,10,0,11,4,0
31.8,20.5,21.4,10.4,88.6,30,1,7,3,1
9.1,8.7,16.9,33.1,53.1,18,0,1,5,0
30.0,37.4,5.0,6.4,56.7,22,1,12,19,1
3.9,5.4,20.5,10.9,91.8,22,1,5,11,1
9.9,13.6,25.6,5.6,89.6,18,0,8,6,0
3.7,4.0,12.9,4.5,70.6,8,0,10,5,1
15.5,20.3,26.6,6.2,79.8,22,1,7,10,1
8.9,1.8,7.8,8.7,60.6,18,1,5,6,0
75.9,88.8,19.2,5.8,88.7,15,1,9,15,2
27.5,30.0,23.4,52.0,100.0,22,1,8,20,2
3.2,10.3,22.9,8.3,59.1,10,0,3,13,0
3.8,0.0,19.2,3.6,68.1,18,0,4,11,0
46.0,70.3,23.4,15.3,60.4,32,1,5,6,2
18.4,16.7,23.6,10.3,98.7,32,1,8,1,1
64.5,74.9,21.2,34.6,81.6,28,1,7,4,2
25.9,35.5,19.1,17.1,93.3,10,1,7,14,1
58.6,80.5,25.6,24.7,97.0,25,1,9,16,2
12.2,15.4,17.2,4.7,50.9,25,1,4,13,0
72.3,88.6,16.4,68.1,86.6,15,1,7,2,2
43.2,35.4,17.1,26.8,72.0,28,1,7,5,2
18.6,26.2,24.9,13.5,99.6,25,1,6,7,1
20.5,29.8,21.7,2.4,92.2,18,0,10,13,1
1.6,0.0,5.0,18.2,53.2,22,1,11,7,0
0.3,0.0,18.7,9.4,62.9,12,0,11,8,0
52.4,63.4,21.2,8.2,83.1,22,1,8,16,2
14.2,16.7,11.5,6.8,98.4,12,0,5,11,0
85.9,60.7,20.3,9.0,81.1,22,1,9,14,2
19.7,7.5,21.9,7.9,61.5,35,1,10,7,1
63.0,49.9,26.1,21.1,100.0,15,0,7,13,2
10.5,9.7,30.6,8.4,90.5,18,1,8,6,1
63.9,51.6,18.5,4.6,75.0,18,1,10,1,1
21.2,17.9,23.8,50.3,79.4,22,1,6,4,1
131.5,110.9,24.0,15.9,99.3,38,1,9,2,2
56.4,59.9,18.7,7.4,100.0,22,1,6,7,2
1.3,1.8,10.8,5.7,41.5,8,1,11,9,0
10.0,6.4,17.8,6.2,69.2,30,1,2,15,1
38.3,42.1,19.7,9.7,81.1,28,1,6,2,1
13.3,4.0,19.9,13.9,89.5,15,0,8,7,0
20.0,32.1,25.8,57.9,94.8,8,0,6,5,1
26.4,12.0,14.7,8.6,79.3,35,1,9,2,1
44.4,27.1,22.9,27.6,84.5,10,0,10,13,1
14.0,11.1,27.2,3.1,70.9,8,1,1,5,0
78.0,61.7,24.7,35.2,79.8,35,1,9,8,2
13.4,13.5,12.8,10.2,80.3,18,1,11,7,0
75.3,97.5,20.9,38.3,79.3,10,0,9,12,2
31.0,40.0,28.5,6.8,74.2,18,1,5,0,1
32.4,21.9,22.0,9.8,84.1,28,1,8,3,1
1.1,9.7,27.9,11.5,83.1,22,1,12,0,0
15.0,12.1,15.6,16.1,78.0,8,0,9,6,0
22.3,35.2,22.9,7.0,91.2,18,0,9,19,1
71.3,87.6,30.0,21.7,83.5,35,1,7,7,2
60.4,45.4,12.9,8.5,75.3,38,1,9,3,2
28.5,14.6,21.1,17.1,87.8,18,1,8,0,1
6.7,0.7,18.9,10.1,79.8,28,1,8,8,1
20.8,25.5,33.0,5.4,89.4,10,0,9,1,0
30.4,34.0,20.4,11.0,88.1,8,1,8,11,2
85.8,85.5,18.6,47.2,82.8,28,1,6,18,2
26.7,33.5,23.9,10.8,99.4,35,1,6,10,2
76.5,70.2,16.6,19.9,92.2,25,1,7,13,2
15.2,12.4,12.3,17.9,91.1,8,0,5,9,0
73.8,90.2,20.4,29.8,100.0,32,1,8,18,2
21.4,12.9,20.8,22.4,94.8,28,1,6,12,1
28.1,41.3,27.0,43.1,97.3,12,1,6,6,1
33.0,15.8,27.1,24.1,95.5,30,1,6,2,1
4.7,1.0,25.3,14.1,56.1,22,1,11,14,0
46.8,56.2,8.4,7.6,63.2,30,1,10,7,2
13.3,19.1,21.3,19.3,90.8,25,1,8,12,0
2.9,5.2,18.2,12.9,64.0,15,0,3,5,0
37.4,48.0,21.3,19.9,78.3,18,0,7,18,2
3.4,8.4,14.6,25.5,60.1,32,1,12,11,1
150.0,120.0,22.3,36.7,88.1,28,1,7,12,2
32.7,30.9,13.1,30.2,61.8,15,0,5,1,1
27.7,17.0,23.3,70.0,86.5,18,1,8,2,1
3.0,5.9,13.5,2.6,82.8,22,1,3,7,0
7.1,5.2,18.0,70.0,100.0,28,1,8,14,1
78.0,66.6,24.0,14.3,74.3,22,1,9,5,2
70.2,43.3,24.9,15.0,87.2,12,0,8,7,2
7.7,15.2,20.7,2.8,63.3,35,1,12,5,0
6.3,12.8,5.5,6.6,52.6,12,0,2,16,0
0.4,0.0,15.6,6.9,57.1,25,1,2,8,0
59.4,49.1,20.0,7.7,78.3,22,1,6,3,1
4.0,2.1,13.9,12.9,63.5,25,1,1,7,0
8.2,7.5,18.5,21.0,85.5,38,1,10,0,1
105.1,120.0,22.2,5.1,93.3,8,0,8,6,2
94.6,120.0,25.7,15.7,94.3,15,0,6,4,2
23.4,39.0,24.0,32.6,89.7,30,1,6,6,1
91.6,43.3,25.6,5.2,88.6,28,1,9,16,2
18.1,30.5,17.1,6.8,86.5,22,1,7,6,1
15.6,24.3,18.5,21.2,82.9,38,1,7,9,1
28.0,27.4,27.4,3.0,63.5,30,1,5,0,1
23.1,37.3,23.8,44.3,93.3,12,0,8,8,1
1.7,0.0,25.4,12.5,52.4,12,0,1,9,0
2.0,2.2,12.2,16.4,74.8,10,0,4,9,0
58.7,36.3,26.3,70.0,95.6,28,1,8,10,2
150.0,120.0,20.5,27.2,84.6,28,1,9,4,2
20.2,11.9,12.9,12.8,77.9,35,1,5,18,1
33.3,42.1,19.1,12.4,84.6,28,1,9,9,1
2.8,10.3,16.9,5.9,55.1,18,0,11,7,0
39.7,55.4,24.4,43.4,90.3,10,0,7,4,1
42.8,56.5,17.1,12.4,92.6,32,1,6,5,2
20.8,16.8,18.3,6.2,79.4,38,1,8,8,2
0.6,0.0,10.9,7.2,65.7,22,1,2,14,1
149.6,120.0,25.1,28.6,82.8,8,0,8,13,2
